order_id,customer_id,product_id,location_id,date_id,sales,profit,quantity,discount,shipping_cost
CM-2011-6590,712,4072,158,20110411,57.0,8.52,1,0.0,3.62
US-2011-102715,358,6009,1038,20110411,10.0,3.6288,2,0.2,3.58
ES-2011-3192576,84,5545,368,20110411,64.0,24.84,9,0.0,3.53
US-2011-102715,358,4863,1038,20110411,7.0,2.3328,3,0.2,1.45
MX-2011-147865,270,5791,597,20110411,13.0,4.68,3,0.0,1.01
US-2011-121734,674,3992,1040,20110411,10.0,3.3544,1,0.2,0.12
IN-2011-52426,138,266,207,20110412,1451.0,130.56,4,0.0,132.82
CA-2011-154599,430,9789,1033,20110412,1075.0,94.0702,14,0.2,85.97
CA-2011-154599,430,156,1033,20110412,308.0,-18.147,3,0.15,24.38
IT-2011-2419493,24,9709,897,20110412,73.0,-11.76,2,0.5,22.18
MX-2011-145989,109,4687,254,20110412,222.0,84.14,7,0.0,17.3
ES-2011-4864498,75,2825,877,20110412,97.0,38.88,4,0.0,12.16
CA-2011-154599,430,9688,1033,20110412,438.0,38.3572,4,0.2,11.41
ES-2011-4864498,75,719,877,20110412,66.0,18.894,1,0.2,5.51
CA-2011-142979,251,3145,1033,20110412,40.0,16.2688,2,0.0,4.53
ES-2011-4864498,75,2804,877,20110412,54.0,4.23,3,0.0,3.19
MX-2011-124688,131,3517,597,20110412,38.0,17.9,5,0.0,2.81
ES-2011-4864498,75,3506,877,20110412,21.0,4.8,2,0.0,2.43
US-2011-153521,353,8218,40,20110412,33.0,-16.272,1,0.4,2.28
ES-2011-4864498,75,3429,877,20110412,24.0,0.96,2,0.0,2.24
US-2011-158365,719,6045,1042,20110412,32.0,15.552,5,0.0,2.22
MX-2011-124688,131,3577,597,20110412,22.0,9.8,5,0.0,1.14
CA-2011-154599,430,3732,1033,20110412,18.0,6.5569,7,0.2,1.07
CA-2011-122336,393,3840,1066,20110413,510.0,-407.976,10,0.7,38.87
RS-2011-8340,245,9114,809,20110413,414.0,66.24,4,0.0,28.68
IN-2011-76842,719,8803,434,20110413,470.0,202.284,3,0.07,24.86
LI-2011-9980,609,8487,562,20110413,116.0,49.62,2,0.0,21.9
US-2011-121636,405,304,606,20110413,194.0,-9.704,1,0.2,17.79
IN-2011-59328,89,1166,60,20110413,193.0,70.626,2,0.1,11.28
IN-2011-59328,89,6240,60,20110413,172.0,53.079,13,0.1,11.22
RS-2011-8340,245,5485,809,20110413,96.0,25.92,4,0.0,10.81
CA-2011-122336,393,9699,1066,20110413,72.0,8.3916,12,0.4,10.43
LI-2011-9980,609,2,562,20110413,100.0,0.96,2,0.0,9.27
IN-2011-76842,719,678,434,20110413,108.0,-38.655,2,0.27,7.06
US-2011-121636,405,797,606,20110413,84.0,4.176,2,0.2,6.94
LI-2011-9980,609,8496,562,20110413,43.0,4.32,1,0.0,6.27
RS-2011-8340,245,4023,809,20110413,70.0,28.56,4,0.0,5.93
IN-2011-59328,89,7815,60,20110413,90.0,2.943,9,0.1,4.82
MX-2011-107349,178,6649,619,20110413,64.0,12.2,2,0.0,4.79
IN-2011-59328,89,779,60,20110413,48.0,-0.531,1,0.1,4.41
RS-2011-8340,245,7872,809,20110413,50.0,0.99,1,0.0,3.06
MX-2011-107349,178,3821,619,20110413,19.0,8.88,4,0.0,2.49
IN-2011-76842,719,2892,434,20110413,28.0,3.432,2,0.27,1.41
LI-2011-9980,609,7375,562,20110413,17.0,7.98,1,0.0,1.33
RS-2011-8340,245,5407,809,20110413,18.0,3.3,1,0.0,1.2
CA-2011-122336,393,2803,1066,20110413,18.0,1.116,4,0.2,1.14
CA-2011-167724,78,5721,1048,20110413,8.0,3.6018,3,0.0,0.55
CA-2011-122336,393,4987,1066,20110413,31.0,10.0724,13,0.2,0.48
LI-2011-9980,609,5337,562,20110413,10.0,0.18,1,0.0,0.35
IN-2011-76842,719,4394,434,20110413,9.0,-5.5968,1,0.47,0.27
EG-2011-1800,335,4089,308,20110414,541.0,91.98,6,0.0,92.94
ES-2011-2266607,388,9229,1027,20110414,625.0,6.24,2,0.0,87.93
ES-2011-5680692,683,7210,368,20110414,576.0,51.09,5,0.1,75.87
IN-2011-23264,466,9917,59,20110414,615.0,225.396,9,0.1,53.43
MX-2011-123995,176,280,133,20110414,250.0,80.04,3,0.0,44.91
MX-2011-123995,176,3122,133,20110414,179.0,30.4,5,0.0,27.21
IN-2011-70171,525,3437,62,20110414,174.0,0.0,4,0.1,21.32
IN-2011-44593,461,7141,415,20110414,106.0,39.0,4,0.0,20.95
ES-2011-2266607,388,3146,1027,20110414,169.0,31.92,7,0.0,20.31
MX-2011-124338,545,7058,139,20110414,397.0,182.52,3,0.0,17.2
MX-2011-123995,176,8098,133,20110414,113.0,10.16,2,0.0,12.07
EG-2011-1800,335,6767,308,20110414,97.0,12.6,2,0.0,11.59
EG-2011-1800,335,1034,308,20110414,144.0,10.05,1,0.0,10.21
IN-2011-44593,461,6049,415,20110414,56.0,20.64,2,0.0,7.86
EG-2011-1800,335,6712,308,20110414,86.0,39.24,6,0.0,7.04
EG-2011-1800,335,3373,308,20110414,58.0,2.88,4,0.0,6.89
LH-2011-900,685,5195,569,20110414,62.0,-54.057,1,0.7,6.28
EG-2011-1800,335,4148,308,20110414,29.0,10.08,4,0.0,4.38
IN-2011-44593,461,2376,415,20110414,1841.0,846.54,6,0.0,2.97
EG-2011-1800,335,5993,308,20110414,22.0,1.02,2,0.0,2.84
CA-2011-9390,298,7381,171,20110414,31.0,11.28,4,0.0,2.54
CA-2011-9390,298,5966,171,20110414,23.0,8.16,2,0.0,2.16
MX-2011-123995,176,5100,133,20110414,17.0,7.2,3,0.0,2.09
MX-2011-123995,176,7133,133,20110414,12.0,4.84,2,0.0,1.61
CA-2011-9390,298,6784,171,20110414,8.0,0.06,1,0.0,1.31
EG-2011-1800,335,5384,308,20110414,19.0,8.1,2,0.0,1.18
LH-2011-900,685,5387,569,20110414,2.0,-2.025,1,0.7,0.08
MX-2011-122728,326,961,263,20110415,336.0,63.72,6,0.0,65.36
US-2011-120740,598,1567,1033,20110415,188.0,76.9816,4,0.0,52.79
MX-2011-126893,714,234,394,20110415,98.0,-37.744,2,0.4,38.15
MO-2011-4910,119,4217,634,20110415,97.0,26.1,2,0.0,27.2
MX-2011-141894,205,432,683,20110415,166.0,79.6,2,0.0,25.28
US-2011-120740,598,2369,1033,20110415,107.0,31.0184,2,0.0,20.75
IN-2011-70584,592,910,421,20110415,261.0,101.88,2,0.0,18.48
MO-2011-4910,119,7892,634,20110415,65.0,16.5,10,0.0,15.16
MX-2011-126893,714,781,394,20110415,57.0,-19.12,1,0.4,15.01
MO-2011-4910,119,2254,634,20110415,100.0,27.9,6,0.0,12.9
MX-2011-126893,714,4963,394,20110415,33.0,-12.796,7,0.4,12.73
MO-2011-4910,119,4165,634,20110415,39.0,7.86,1,0.0,7.59
MX-2011-147284,489,6335,615,20110415,99.0,13.8,5,0.0,6.29
IZ-2011-4060,50,9524,484,20110415,28.0,5.37,1,0.0,4.4
ES-2011-1525428,24,3141,343,20110415,36.0,12.12,2,0.0,3.82
TU-2011-2530,781,2289,965,20110415,15.0,-9.3,1,0.6,1.78
MX-2011-126893,714,5687,394,20110415,3.0,0.332,1,0.4,0.71
IN-2011-74490,603,818,190,20110416,1002.0,250.38,6,0.0,314.7
ES-2011-2095931,764,8307,346,20110416,1232.0,98.55,5,0.0,137.53
IN-2011-74490,603,8631,190,20110416,640.0,76.74,2,0.0,55.34
IN-2011-74490,603,1648,190,20110416,345.0,44.73,3,0.0,49.98
IN-2011-74490,603,6353,190,20110416,145.0,70.92,3,0.0,36.53
IN-2011-74490,603,8165,190,20110416,169.0,20.16,6,0.0,21.29
IN-2011-74490,603,4532,190,20110416,200.0,57.96,4,0.0,10.67
NI-2011-6340,232,4063,686,20110416,135.0,-90.174,14,0.7,10.61
IN-2011-74490,603,3997,190,20110416,18.0,0.54,3,0.0,4.2
IN-2011-83940,37,6117,57,20110416,68.0,0.0,2,0.0,3.83
CA-2011-155208,710,3197,1061,20110416,39.0,9.768,6,0.2,3.21
MX-2011-150728,471,6163,683,20110416,31.0,4.0,1,0.0,3.06
IT-2011-2779559,501,6559,656,20110416,17.0,-6.72,2,0.5,0.96
ES-2011-2835499,762,7190,496,20110418,475.0,-237.576,4,0.4,163.42
IT-2011-5063480,121,9393,343,20110418,2017.0,-0.054,9,0.15,160.41
ES-2011-2835499,762,8324,496,20110418,312.0,12.24,12,0.0,57.74
ID-2011-10706,478,1261,756,20110418,730.0,-38.9475,9,0.25,57.02
IN-2011-24727,565,6641,190,20110418,349.0,24.36,7,0.0,38.22
CA-2011-100678,448,776,1071,20110418,317.0,-18.1176,3,0.3,30.33
IN-2011-24727,565,6814,190,20110418,125.0,22.5,2,0.0,22.06
ES-2011-2835499,762,6517,496,20110418,242.0,9.6,5,0.0,19.59
CA-2011-110849,389,9328,1033,20110418,288.0,97.1892,4,0.2,18.09
CA-2011-100678,448,4249,1071,20110418,149.0,50.4063,3,0.2,14.15
ES-2011-2835499,762,3114,496,20110418,57.0,14.13,3,0.0,14.11
ES-2011-2835499,762,7149,496,20110418,58.0,-36.552,4,0.4,10.86
MX-2011-111920,215,2816,383,20110418,133.0,50.56,4,0.0,8.7
CA-2011-100678,448,7970,1071,20110418,228.0,28.497,3,0.2,7.22
ES-2011-2835499,762,4914,496,20110418,39.0,17.82,2,0.0,4.24
ES-2011-5178055,192,5653,364,20110418,65.0,32.4,6,0.0,4.21
ES-2011-2835499,762,3429,496,20110418,24.0,0.96,2,0.0,3.93
ES-2011-5178055,192,7686,364,20110418,81.0,24.15,5,0.0,3.84
ES-2011-5178055,192,7007,364,20110418,48.0,6.984,2,0.1,3.6
IN-2011-50774,554,5555,187,20110418,54.0,19.98,6,0.0,3.5
ES-2011-5178055,192,3400,364,20110418,31.0,1.2,5,0.0,2.68
IN-2011-24727,565,6428,190,20110418,33.0,12.24,2,0.0,2.1
CA-2011-110849,389,2871,1033,20110418,11.0,3.5475,5,0.0,1.79
NI-2011-2820,267,2264,705,20110418,5.0,-8.616,2,0.7,1.56
IN-2011-24727,565,3676,190,20110418,8.0,2.88,1,0.0,0.99
CA-2011-110849,389,4751,1033,20110418,12.0,3.6022,2,0.0,0.96
CA-2011-110849,389,3080,1033,20110418,13.0,3.8048,4,0.0,0.6
CA-2011-100678,448,3029,1071,20110418,3.0,1.008,2,0.2,0.1
IN-2011-38111,204,1286,57,20110419,880.0,68.256,9,0.1,72.11
MX-2011-112319,431,347,132,20110419,576.0,120.82,7,0.0,55.57
US-2011-145177,431,380,137,20110419,230.0,-224.756,7,0.6,30.41
ID-2011-68834,202,7311,729,20110419,276.0,-231.54,4,0.5,24.56
IN-2011-57704,119,1371,415,20110419,132.0,54.09,3,0.0,18.44
MX-2011-140340,94,9637,251,20110419,195.0,60.32,4,0.0,15.24
CA-2011-158470,26,3834,1074,20110419,58.0,26.703,3,0.0,8.0
IN-2011-69254,389,2890,63,20110419,94.0,15.624,6,0.1,7.39
MX-2011-112319,431,8077,132,20110419,55.0,1.64,2,0.0,7.18
CA-2011-158470,26,6219,1074,20110419,71.0,34.2144,11,0.0,6.8
CA-2011-169460,573,1556,1033,20110419,76.0,26.649,3,0.0,5.74
MX-2011-164917,4,7592,323,20110419,50.0,16.14,3,0.0,4.86
ES-2011-2696233,454,3147,336,20110419,83.0,12.42,3,0.0,4.68
IN-2011-57704,119,3606,415,20110419,29.0,5.16,4,0.0,3.34
ES-2011-5498995,737,3443,345,20110419,13.0,1.62,1,0.0,1.33
US-2011-145177,431,8145,137,20110419,22.0,-31.576,2,0.6,1.08
IN-2011-38111,204,3686,57,20110419,15.0,0.324,2,0.1,1.02
NI-2011-5790,196,6752,705,20110419,5.0,-6.834,1,0.7,0.36
CA-2011-134572,691,1999,1071,20110420,744.0,-95.67,5,0.3,128.29
ES-2011-5707696,222,10112,1027,20110420,693.0,228.6,5,0.0,78.24
OD-2011-3490,283,10198,871,20110420,667.0,19.92,4,0.0,70.0
CA-2011-134572,691,2169,1071,20110420,402.0,-131.951,2,0.3,33.53
IT-2011-1904026,191,9764,487,20110420,238.0,-0.105,7,0.5,20.35
ES-2011-5707696,222,6198,1027,20110420,186.0,89.4,4,0.0,16.21
ES-2011-1520567,685,6833,362,20110420,360.0,31.95,3,0.1,12.89
AU-2011-5790,106,1822,66,20110420,110.0,12.09,1,0.0,9.25
CA-2011-134572,691,7282,1071,20110420,45.0,5.605,5,0.2,8.58
NI-2011-430,251,1782,705,20110420,86.0,-97.56,2,0.7,8.56
RO-2011-730,278,4200,799,20110420,128.0,15.33,1,0.0,7.34
TU-2011-7850,677,4022,943,20110420,19.0,-20.466,1,0.6,5.07
MX-2011-124170,89,3289,605,20110420,33.0,3.58,1,0.0,4.98
ES-2011-5707696,222,2799,1027,20110420,66.0,11.88,3,0.0,4.6
NI-2011-430,251,1885,705,20110420,45.0,-74.325,1,0.7,4.37
CA-2011-101462,82,1148,1033,20110420,60.0,27.5632,4,0.0,3.94
US-2011-111374,709,3173,391,20110420,41.0,-10.272,2,0.4,3.24
ES-2011-5707696,222,5734,1027,20110420,26.0,11.97,3,0.0,2.62
MX-2011-132815,718,3457,683,20110420,20.0,2.44,2,0.0,2.14
MX-2011-124170,89,8062,605,20110420,128.0,58.64,4,0.0,1.78
MO-2011-8850,767,2267,635,20110420,15.0,4.8,1,0.0,1.59
MO-2011-8850,767,5388,635,20110420,9.0,1.59,1,0.0,1.04
TU-2011-7850,677,6756,943,20110420,5.0,-5.85,1,0.6,0.89
US-2011-111374,709,1140,391,20110420,10.0,-22.128,3,0.7,0.42
NI-2011-430,251,4134,705,20110420,2.0,-1.914,1,0.7,0.27
US-2011-133130,38,9724,395,20110421,486.0,-81.024,8,0.4,110.51
ID-2011-75981,351,555,729,20110421,584.0,-102.288,4,0.2,68.68
US-2011-152240,786,602,390,20110421,552.0,-101.124,3,0.4,52.26
US-2011-144673,586,196,298,20110421,238.0,-7.968,4,0.4,38.42
CA-2011-136336,237,7076,1045,20110421,829.0,0.0,6,0.0,35.24
ES-2011-1443340,402,9962,887,20110421,444.0,88.788,4,0.1,28.59
US-2011-131807,786,765,118,20110421,368.0,-284.976,3,0.6,26.23
MX-2011-139815,707,10024,323,20110421,247.0,17.24,2,0.0,22.26
MX-2011-139815,707,2745,323,20110421,89.0,38.36,2,0.0,19.11
US-2011-133130,38,1000,395,20110421,92.0,-33.696,4,0.4,17.68
ID-2011-75981,351,7307,729,20110421,123.0,-59.28,4,0.5,16.82
MX-2011-139815,707,7021,323,20110421,86.0,39.38,1,0.0,11.09
ID-2011-75981,351,10161,729,20110421,62.0,-6.18,1,0.5,9.4
CA-2011-370,263,9053,170,20110421,150.0,21.0,1,0.0,8.56
MX-2011-139815,707,3251,323,20110421,33.0,5.94,3,0.0,6.77
ID-2011-75981,351,7494,729,20110421,38.0,-14.58,3,0.5,5.34
ES-2011-1443340,402,3471,887,20110421,39.0,9.9,6,0.0,3.36
ID-2011-75981,351,6875,729,20110421,68.0,-12.3,1,0.5,2.82
PL-2011-200,38,5328,763,20110421,52.0,10.8,4,0.0,2.1
IN-2011-60406,333,5699,63,20110421,33.0,2.898,3,0.1,1.34
CA-2011-370,263,7322,170,20110421,49.0,7.89,1,0.0,1.22
CA-2011-158064,25,3759,1033,20110421,17.0,5.5755,5,0.2,0.97
CA-2011-370,263,1065,170,20110421,24.0,6.69,1,0.0,0.88
ES-2011-4240706,106,10111,343,20110422,645.0,75.8775,5,0.15,113.86
SG-2011-6280,132,5211,838,20110422,415.0,107.76,2,0.0,99.68
ID-2011-50991,309,2503,434,20110422,1244.0,-134.8956,3,0.17,71.29
CA-2011-122070,2,4683,1060,20110422,248.0,121.4416,8,0.0,55.2
ES-2011-3897276,88,7305,1027,20110422,398.0,111.36,2,0.0,52.6
MZ-2011-8050,167,1724,650,20110422,365.0,120.36,1,0.0,49.8
AG-2011-9610,43,1672,10,20110422,299.0,53.76,2,0.0,47.5
IN-2011-12806,106,3259,200,20110422,211.0,41.91,11,0.0,32.96
IN-2011-12806,106,7517,200,20110422,195.0,33.15,5,0.0,31.84
TX-2011-5720,772,1732,997,20110422,218.0,-189.006,2,0.7,27.32
MZ-2011-8050,167,1079,650,20110422,293.0,37.98,6,0.0,27.13
IN-2011-12806,106,4644,200,20110422,239.0,35.85,5,0.0,26.44
SG-2011-6280,132,5190,838,20110422,79.0,4.68,4,0.0,22.35
ES-2011-3897276,88,9359,1027,20110422,234.0,35.1,3,0.0,22.1
ES-2011-3897276,88,1277,1027,20110422,154.0,-4.488,4,0.3,19.89
ID-2011-50991,309,1576,434,20110422,402.0,54.996,5,0.27,19.33
IN-2011-12806,106,945,200,20110422,99.0,21.72,2,0.0,18.83
IN-2011-12806,106,526,200,20110422,160.0,28.68,2,0.0,13.36
IN-2011-12806,106,2860,200,20110422,80.0,5.58,3,0.0,13.03
ID-2011-83506,294,792,665,20110422,70.0,-10.464,2,0.4,10.21
ID-2011-50991,309,8167,434,20110422,176.0,-56.5224,4,0.47,10.09
ES-2011-3897276,88,7731,1027,20110422,90.0,43.2,4,0.0,8.78
MZ-2011-8050,167,1083,650,20110422,58.0,3.48,1,0.0,7.76
ID-2011-50991,309,808,434,20110422,305.0,-66.8034,6,0.27,7.63
TX-2011-5720,772,10273,997,20110422,45.0,-92.556,2,0.7,6.82
ES-2011-3897276,88,2894,1027,20110422,80.0,3.15,5,0.0,5.65
IN-2011-12806,106,6405,200,20110422,85.0,16.11,3,0.0,4.85
MX-2011-164322,689,3495,251,20110422,41.0,13.96,2,0.0,3.98
ID-2011-83506,294,4488,665,20110422,25.0,-3.804,2,0.4,3.36
MZ-2011-8050,167,4124,650,20110422,20.0,8.19,1,0.0,2.04
IN-2011-12806,106,4857,200,20110422,11.0,5.49,1,0.0,1.93
MX-2011-164322,689,4260,251,20110422,31.0,5.32,2,0.0,1.45
MX-2011-147984,155,3498,683,20110422,21.0,5.56,2,0.0,1.33
CA-2011-122070,2,4006,1060,20110422,10.0,3.3453,3,0.2,1.2
ES-2011-4240706,106,5655,343,20110422,18.0,2.76,2,0.0,1.16
US-2011-150119,453,811,1063,20110423,281.0,-12.0588,2,0.3,21.59
IN-2011-35808,75,4547,57,20110423,45.0,18.414,2,0.1,4.72
CA-2011-111857,563,6270,1033,20110423,49.0,22.9877,1,0.0,4.34
MX-2011-121244,603,9937,602,20110423,49.0,17.6,1,0.0,3.5
US-2011-150119,453,811,1063,20110423,281.0,-12.0588,2,0.3,3.46
US-2011-153472,218,1468,287,20110423,29.0,-21.69,3,0.5,1.92
US-2011-150119,453,1363,1063,20110423,22.0,7.8176,4,0.2,1.03
US-2011-112564,744,3999,1066,20110423,3.0,-1.7514,3,0.7,0.75
TU-2011-800,539,5422,947,20110423,6.0,-1.644,2,0.6,0.75
US-2011-150119,453,3406,1063,20110423,7.0,-5.2416,8,0.7,0.47
TU-2011-2990,64,2290,966,20110424,166.0,-79.044,14,0.6,14.94
CA-2011-166954,87,912,1033,20110425,1487.0,148.704,5,0.2,205.45
IS-2011-1180,163,1084,492,20110425,453.0,117.72,4,0.0,79.49
NG-2011-9540,67,9558,718,20110425,504.0,216.72,4,0.0,63.18
NG-2011-9540,67,4075,718,20110425,181.0,28.98,6,0.0,47.29
CA-2011-166954,87,2479,1033,20110425,271.0,78.5088,3,0.0,45.48
CA-2011-110100,459,10135,1061,20110425,302.0,37.797,3,0.2,37.53
ID-2011-74091,339,8240,753,20110425,409.0,-104.0985,3,0.45,37.25
TU-2011-3360,396,4220,965,20110425,51.0,-73.656,1,0.6,16.21
IN-2011-67000,293,2793,78,20110425,52.0,18.78,2,0.0,15.8
TU-2011-3360,396,5389,965,20110425,42.0,-14.844,2,0.6,11.46
CA-2011-166954,87,1520,1033,20110425,303.0,63.6825,5,0.0,11.36
MO-2011-9470,469,1052,634,20110425,110.0,8.79,1,0.0,10.98
MO-2011-6140,618,1705,635,20110425,81.0,38.25,1,0.0,9.44
US-2011-123120,212,9689,396,20110425,213.0,-42.7,7,0.4,9.06
MO-2011-9470,469,2344,634,20110425,69.0,1.38,2,0.0,5.68
ID-2011-74091,339,8133,753,20110425,100.0,-30.996,4,0.45,5.27
TU-2011-3360,396,4204,965,20110425,19.0,-9.894,1,0.6,5.05
RS-2011-2560,553,9607,826,20110425,121.0,31.41,1,0.0,4.99
TU-2011-7670,604,1706,990,20110425,46.0,-43.956,2,0.6,3.07
IS-2011-1180,163,7901,492,20110425,20.0,6.27,1,0.0,2.34
IT-2011-2459755,625,2912,662,20110425,39.0,-18.81,3,0.5,2.3
NG-2011-9540,67,4141,718,20110425,14.0,4.32,1,0.0,2.2
IS-2011-1180,163,2257,492,20110425,14.0,0.84,1,0.0,1.89
ID-2011-74091,339,6801,753,20110425,26.0,-18.24,1,0.45,1.62
KZ-2011-8410,369,1068,545,20110425,15.0,-29.871,1,0.7,1.16
TU-2011-7670,604,2337,990,20110425,5.0,-2.964,1,0.6,0.73
US-2011-157406,230,3067,1071,20110425,6.0,0.546,3,0.2,0.43
US-2011-157406,230,6477,1071,20110425,10.0,3.6288,2,0.2,0.42
TU-2011-7670,604,7335,990,20110425,12.0,-11.76,2,0.6,0.41
KZ-2011-8410,369,4182,545,20110425,27.0,-18.066,2,0.7,0.4
MO-2011-6140,618,4194,635,20110425,18.0,4.8,1,0.0,0.37
KZ-2011-8410,369,2339,545,20110425,6.0,-12.516,2,0.7,0.36
IT-2011-2185983,655,9634,343,20110426,684.0,-24.2715,11,0.15,100.32
TU-2011-3910,464,10228,943,20110426,413.0,-392.04,4,0.6,61.42
CA-2011-147298,20,1006,1033,20110426,230.0,23.028,3,0.2,34.42
ES-2011-5090278,614,7717,368,20110426,176.0,64.92,4,0.0,15.16
ID-2011-20989,372,8412,756,20110426,90.0,-18.096,4,0.45,13.55
ID-2011-20989,372,7958,756,20110426,61.0,-50.004,2,0.45,12.25
ES-2011-4016076,738,6793,1027,20110426,159.0,64.98,6,0.0,9.62
MX-2011-164973,154,5733,384,20110426,49.0,6.84,6,0.0,8.2
IR-2011-3300,55,9528,468,20110426,45.0,13.56,1,0.0,5.44
IT-2011-2852736,463,823,504,20110426,45.0,-33.828,2,0.6,4.56
IR-2011-3300,55,5407,468,20110426,37.0,6.6,2,0.0,4.26
CA-2011-116785,486,3199,1033,20110426,21.0,6.206,5,0.0,3.37
CA-2011-116785,486,5519,1033,20110426,13.0,5.796,2,0.0,1.8
CA-2011-147298,20,3584,1033,20110426,18.0,5.715,6,0.2,1.54
IR-2011-3300,55,7344,468,20110426,14.0,7.14,1,0.0,1.07
MX-2011-164973,154,1406,384,20110426,32.0,7.32,2,0.0,0.88
LT-2011-270,187,9577,560,20110427,2545.0,814.2,4,0.0,383.01
ES-2011-4852530,590,764,355,20110427,1713.0,551.976,4,0.1,191.2
US-2011-158435,516,660,394,20110427,920.0,46.0,5,0.4,47.23
ES-2011-2729747,506,413,879,20110427,719.0,21.45,5,0.0,38.67
ES-2011-4852530,590,706,355,20110427,808.0,251.097,7,0.1,31.08
US-2011-158435,516,9415,394,20110427,214.0,-142.912,4,0.7,30.77
LT-2011-270,187,4211,560,20110427,128.0,55.17,1,0.0,29.32
ES-2011-2729747,506,2777,879,20110427,334.0,133.44,4,0.0,16.94
ES-2011-4852530,590,6991,355,20110427,218.0,7.26,5,0.1,16.75
RS-2011-8990,543,6692,826,20110427,281.0,2.76,2,0.0,14.99
IT-2011-3896198,656,2797,340,20110427,124.0,39.6,5,0.0,11.97
IT-2011-3896198,656,3546,340,20110427,120.0,3.51,9,0.0,11.61
LT-2011-270,187,4125,560,20110427,68.0,24.36,4,0.0,11.44
RS-2011-8990,543,2254,826,20110427,67.0,18.6,4,0.0,4.66
US-2011-158435,516,4343,394,20110427,42.0,-27.24,5,0.4,4.54
IT-2011-2075149,575,4308,656,20110427,53.0,-35.7,5,0.5,3.48
ES-2011-4852530,590,5943,355,20110427,31.0,6.12,3,0.0,2.44
US-2011-158435,516,3973,394,20110427,11.0,-6.028,1,0.4,1.95
IT-2011-3896198,656,4843,340,20110427,25.0,4.92,2,0.0,1.26
US-2011-158435,516,6235,394,20110427,11.0,-0.376,2,0.4,0.83
ES-2011-4852530,590,3981,355,20110427,5.0,2.19,1,0.0,0.5
CA-2011-131387,57,9775,1033,20110428,1680.0,125.997,5,0.2,175.16
CA-2011-118976,553,6885,1048,20110428,498.0,129.3786,9,0.0,33.3
MX-2011-141705,219,10001,615,20110428,178.0,7.04,4,0.0,20.05
IN-2011-42024,295,2449,198,20110428,299.0,44.73,7,0.0,16.11
CA-2011-140228,302,6914,1063,20110428,178.0,-37.7332,2,0.2,14.21
MX-2011-128111,581,691,602,20110428,109.0,29.892,3,0.2,12.24
CA-2011-132983,212,7995,1060,20110428,160.0,57.5928,2,0.0,9.71
US-2011-149839,211,1537,612,20110428,87.0,-36.4,5,0.4,8.24
US-2011-149839,211,9882,612,20110428,116.0,0.0,1,0.0,6.73
US-2011-149839,211,3022,612,20110428,114.0,54.46,7,0.0,5.43
NI-2011-2720,432,4170,705,20110428,62.0,-101.16,4,0.7,3.85
US-2011-149839,211,4781,612,20110428,64.0,20.58,7,0.0,3.77
US-2011-149839,211,1654,612,20110428,86.0,-55.624,2,0.4,3.29
US-2011-149839,211,7187,612,20110428,72.0,7.88,2,0.0,3.24
MX-2011-141705,219,5185,615,20110428,22.0,2.82,3,0.0,2.89
CA-2011-140228,302,7024,1063,20110428,27.0,2.0322,3,0.2,2.63
NI-2011-2720,432,5457,705,20110428,42.0,-97.02,4,0.7,2.51
ES-2011-2813459,36,3602,355,20110428,16.0,0.45,1,0.0,2.49
US-2011-149839,211,3719,612,20110428,50.0,17.9,5,0.0,2.24
CA-2011-118976,553,3598,1048,20110428,21.0,9.387,2,0.0,1.58
BN-2011-2620,106,7890,97,20110428,12.0,2.76,1,0.0,0.71
CA-2011-118976,553,3322,1048,20110428,5.0,1.4952,2,0.0,0.32
CA-2011-118976,553,5537,1048,20110428,3.0,1.512,1,0.0,0.25
NI-2011-2720,432,5385,705,20110428,4.0,-2.946,2,0.7,0.17
CA-2011-140228,302,5654,1063,20110428,7.0,2.5056,3,0.2,0.14
ES-2011-5268439,325,3302,343,20110429,384.0,69.09,7,0.0,65.18
CA-2011-107811,452,650,1070,20110429,562.0,70.198,2,0.2,59.11
ES-2011-5957871,133,3132,88,20110429,161.0,40.23,3,0.0,37.03
MX-2011-118731,273,196,621,20110429,834.0,208.592,4,0.2,34.54
MX-2011-154326,263,9737,683,20110429,244.0,21.9,5,0.0,20.31
CA-2011-107811,452,6879,1070,20110429,100.0,-1.249,5,0.2,10.56
ES-2011-5268439,325,3869,343,20110429,56.0,0.0,2,0.0,8.52
ID-2011-34996,145,6299,59,20110429,150.0,-16.674,7,0.1,8.44
CA-2011-142727,323,745,1046,20110429,52.0,12.99,2,0.0,7.56
ES-2011-4920475,313,7760,351,20110429,66.0,14.4,3,0.0,7.15
ES-2011-2994694,676,3017,500,20110429,93.0,43.92,2,0.0,6.11
ES-2011-2776937,141,3832,510,20110429,145.0,17.37,3,0.0,6.01
ES-2011-5957871,133,3163,88,20110429,29.0,11.88,1,0.0,5.58
ES-2011-2755002,707,7289,350,20110429,37.0,7.764,4,0.1,4.86
MX-2011-154326,263,3270,683,20110429,66.0,26.56,2,0.0,4.38
CA-2011-118304,424,9668,1036,20110429,20.0,5.1948,2,0.0,1.92
CA-2011-142727,323,3404,1046,20110429,18.0,8.6112,3,0.0,1.9
CA-2011-134061,456,1277,1060,20110429,17.0,5.9364,2,0.0,1.76
ES-2011-5268439,325,3857,343,20110429,21.0,7.02,2,0.0,1.46
ES-2011-1140474,662,5626,904,20110429,15.0,0.72,2,0.0,0.55
