location_id,country,state,market,region
417,India,Odisha,APAC,Central Asia
875,Spain,Basque Country,EU,South
805,Romania,Vrancea,EMEA,EMEA
1101,Venezuela,Portuguesa,LATAM,South
944,Turkey,Antalya,EMEA,EMEA
789,Romania,Dolj,EMEA,EMEA
201,China,Jiangxi,APAC,North Asia
45,Argentina,Mendoza,LATAM,South
593,Mexico,Baja California Sur,LATAM,North
1091,Venezuela,Bolivar,LATAM,South
517,Japan,Fukui,APAC,North Asia
226,Colombia,Cundinamarca,LATAM,South
962,Turkey,Hatay,EMEA,EMEA
442,Indonesia,Riau,APAC,Southeast Asia
738,Peru,Arequipa,LATAM,South
695,Nigeria,Delta,Africa,Africa
618,Mexico,Tabasco,LATAM,North
409,India,Haryana,APAC,Central Asia
973,Turkey,Kirsehir,EMEA,EMEA
1067,United States,Rhode Island,US,East
244,Cote d'Ivoire,Vallee Du Bandama,Africa,Africa
923,Tanzania,Mwanza,Africa,Africa
631,Morocco,Gharb-Chrarda-Béni Hssen,Africa,Africa
978,Turkey,Manisa,EMEA,EMEA
7,Albania,Korçë,EMEA,EMEA
168,Canada,Newfoundland,Canada,Canada
526,Japan,Kanagawa,APAC,North Asia
257,Cuba,Isla de la Juventud,LATAM,Caribbean
728,Pakistan,Khyber Pakhtunkhwa,APAC,Central Asia
513,Jamaica,Saint Catherine,LATAM,Caribbean
109,Bolivia,Oruro,LATAM,South
98,Benin,Atakora,Africa,Africa
146,Bulgaria,Shumen,EMEA,EMEA
694,Nigeria,Cross River,Africa,Africa
302,Ecuador,Manabi,LATAM,South
803,Romania,Timis,EMEA,EMEA
1080,Uruguay,Montevideo,LATAM,South
325,El Salvador,Sonsonate,LATAM,Central
293,Dominican Republic,Peravia,LATAM,Caribbean
9,Albania,Vlorë,EMEA,EMEA
485,Iraq,Salah Ad Din,EMEA,EMEA
215,Colombia,Antioquia,LATAM,South
669,New Zealand,Hawke's Bay,APAC,Oceania
106,Bolivia,Chuquisaca,LATAM,South
876,Spain,Cantabria,EU,South
177,Chile,Atacama,LATAM,South
796,Romania,Mehedinti,EMEA,EMEA
776,Republic of the Congo,Niari,Africa,Africa
982,Turkey,Nigde,EMEA,EMEA
259,Cuba,Matanzas,LATAM,Caribbean
894,Swaziland,Manzini,Africa,Africa
856,South Africa,Kwazulu-natal,Africa,Africa
316,Egypt,Bur Sa'id,Africa,Africa
85,Belarus,Homyel',EMEA,EMEA
295,Dominican Republic,San Juan,LATAM,Caribbean
236,Colombia,Tolima,LATAM,South
108,Bolivia,La Paz,LATAM,South
435,Indonesia,Kalimantan Barat,APAC,Southeast Asia
556,Kyrgyzstan,Bishkek,EMEA,EMEA
406,India,Chhattisgarh,APAC,Central Asia
989,Turkey,Sirnak,EMEA,EMEA
801,Romania,Sibiu,EMEA,EMEA
672,New Zealand,Nelson,APAC,Oceania
1022,Ukraine,Volyn,EMEA,EMEA
1011,Ukraine,Khmel'nyts'kyy,EMEA,EMEA
93,Belgium,Limburg,EU,Central
532,Japan,Osaka,APAC,North Asia
386,Guinea-Bissau,Bissau,Africa,Africa
113,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,EMEA,EMEA
128,Brazil,Paraíba,LATAM,South
478,Iraq,Babil,EMEA,EMEA
385,Guatemala,Quezaltenango,LATAM,Central
176,Chile,Arica y Parinacota,LATAM,South
829,Rwanda,Southern,Africa,Africa
125,Brazil,Mato Grosso,LATAM,South
834,Saudi Arabia,Ash Sharqiyah,EMEA,EMEA
250,Cuba,Artemisa,LATAM,Caribbean
937,Tunisia,Tunis,Africa,Africa
1116,Zambia,Central,Africa,Africa
873,Spain,Asturias,EU,South
184,Chile,Valparaíso,LATAM,South
55,Armenia,Lori,EMEA,EMEA
613,Mexico,Querétaro,LATAM,North
917,Tanzania,Kigoma,Africa,Africa
331,Finland,Finland Proper,EU,North
852,Somalia,Woqooyi Galbeed,Africa,Africa
544,Kazakhstan,Aqmola,EMEA,EMEA
557,Kyrgyzstan,Osh,EMEA,EMEA
11,Algeria,Annaba,Africa,Africa
820,Russia,Novgorod,EMEA,EMEA
22,Algeria,Saida,Africa,Africa
403,India,Assam,APAC,Central Asia
587,Mali,Bamako,Africa,Africa
152,Bulgaria,Yambol,EMEA,EMEA
846,Slovakia,Banská Bystrica,EMEA,EMEA
540,Jordan,'Amman,EMEA,EMEA
431,Indonesia,Jambi,APAC,Southeast Asia
456,Iran,Hamadan,EMEA,EMEA
835,Saudi Arabia,Jizan,EMEA,EMEA
541,Jordan,Irbid,EMEA,EMEA
320,Egypt,Suhaj,Africa,Africa
116,Brazil,Amapá,LATAM,South
815,Russia,Ivanovo,EMEA,EMEA
228,Colombia,Huila,LATAM,South
1115,Yemen,Ta'izz,EMEA,EMEA
155,Cameroon,Adamaoua,Africa,Africa
530,Japan,Oita,APAC,North Asia
785,Romania,Buzau,EMEA,EMEA
755,Philippines,Cordillera,APAC,Southeast Asia
307,Egypt,Al Gharbiyah,Africa,Africa
939,Turkey,Adiyaman,EMEA,EMEA
481,Iraq,Diyala,EMEA,EMEA
1111,Vietnam,T?nh C?n Th?,APAC,Southeast Asia
418,India,Puducherry,APAC,Central Asia
709,Nigeria,Osun,Africa,Africa
1125,Zimbabwe,Mashonaland West,Africa,Africa
644,Mozambique,Manica,Africa,Africa
282,Denmark,Central Jutland,EU,North
566,Lithuania,Kaunas,EMEA,EMEA
995,Turkey,Van,EMEA,EMEA
994,Turkey,Usak,EMEA,EMEA
681,Nicaragua,Granada,LATAM,Central
357,Georgia,Imereti,EMEA,EMEA
219,Colombia,Bolívar,LATAM,South
960,Turkey,Eskisehir,EMEA,EMEA
1017,Ukraine,Rivne,EMEA,EMEA
1029,United Kingdom,Wales,EU,North
291,Dominican Republic,La Vega,LATAM,Caribbean
224,Colombia,Cesar,LATAM,South
984,Turkey,Osmaniye,EMEA,EMEA
778,Romania,Arges,EMEA,EMEA
480,Iraq,Dhi Qar,EMEA,EMEA
519,Japan,Gunma,APAC,North Asia
870,South Korea,Ulsan,APAC,North Asia
103,Benin,Mono,Africa,Africa
1099,Venezuela,Mérida,LATAM,South
5,Albania,Durrës,EMEA,EMEA
332,Finland,Kymenlaakso,EU,North
655,Netherlands,Friesland,EU,Central
580,Malaysia,Negeri Sembilan,APAC,Southeast Asia
1037,United States,District of Columbia,US,East
788,Romania,Constanta,EMEA,EMEA
1079,Uruguay,Canelones,LATAM,South
124,Brazil,Mato Grosso do Sul,LATAM,South
641,Mozambique,Cabo Delgado,Africa,Africa
770,Portugal,Braga,EU,South
585,Malaysia,Selangor,APAC,Southeast Asia
936,Trinidad and Tobago,San Fernando,LATAM,Caribbean
80,Bangladesh,Khulna,APAC,Central Asia
972,Turkey,Kilis,EMEA,EMEA
536,Japan,Tochigi,APAC,North Asia
726,Pakistan,Baluchistan,APAC,Central Asia
25,Algeria,Tipaza,Africa,Africa
245,Croatia,Grad Zagreb,EMEA,EMEA
160,Cameroon,Nord-Ouest,Africa,Africa
935,Trinidad and Tobago,Chaguanas,LATAM,Caribbean
652,Namibia,Khomas,Africa,Africa
303,Ecuador,Pichincha,LATAM,South
707,Nigeria,Ogun,Africa,Africa
150,Bulgaria,Varna,EMEA,EMEA
252,Cuba,Ciego de Ávila,LATAM,Caribbean
714,Nigeria,Yobe,Africa,Africa
948,Turkey,Batman,EMEA,EMEA
178,Chile,Biobio,LATAM,South
482,Iraq,Karbala',EMEA,EMEA
983,Turkey,Ordu,EMEA,EMEA
235,Colombia,Santander,LATAM,South
866,South Korea,Gyeongsangnam,APAC,North Asia
769,Portugal,Aveiro,EU,South
356,Gabon,Estuaire,Africa,Africa
800,Romania,Satu Mare,EMEA,EMEA
240,Cote d'Ivoire,Haut-Sassandra,Africa,Africa
1001,Uganda,Jinja,Africa,Africa
848,Slovakia,Žilina,EMEA,EMEA
697,Nigeria,Edo,Africa,Africa
151,Bulgaria,Vratsa,EMEA,EMEA
751,Peru,Puno,LATAM,South
1082,Uruguay,Rivera,LATAM,South
552,Kenya,Eastern,Africa,Africa
554,Kenya,Nyanza,Africa,Africa
941,Turkey,Aksaray,EMEA,EMEA
737,Peru,Ancash,LATAM,South
985,Turkey,Rize,EMEA,EMEA
505,Italy,Marche,EU,South
237,Colombia,Valle del Cauca,LATAM,South
82,Bangladesh,Sylhet,APAC,Central Asia
559,Lebanon,North Lebanon,EMEA,EMEA
230,Colombia,Meta,LATAM,South
1098,Venezuela,Monagas,LATAM,South
490,Israel,Central,EMEA,EMEA
909,Syria,Ar Raqqah,EMEA,EMEA
387,Guinea,Kankan,Africa,Africa
489,Ireland,South Dublin,EU,North
934,Togo,Plateaux,Africa,Africa
370,Germany,Saarland,EU,Central
260,Cuba,Mayabeque,LATAM,Caribbean
143,Bulgaria,Pernik,EMEA,EMEA
911,Syria,Hims,EMEA,EMEA
142,Bulgaria,Pazardzhik,EMEA,EMEA
272,Democratic Republic of the Congo,Bandundu,Africa,Africa
18,Algeria,Laghouat,Africa,Africa
54,Argentina,Santiago del Estero,LATAM,South
668,New Zealand,Gisborne,APAC,Oceania
896,Sweden,Skåne,EU,North
169,Canada,Nova Scotia,Canada,Canada
13,Algeria,Bechar,Africa,Africa
271,Czech Republic,Usti nad Labem,EMEA,EMEA
229,Colombia,Magdalena,LATAM,South
589,Mali,Mopti,Africa,Africa
163,Cameroon,Sud-Ouest,Africa,Africa
87,Belarus,Vitsyebsk,EMEA,EMEA
314,Egypt,Asyut,Africa,Africa
375,Ghana,Ashanti,Africa,Africa
792,Romania,Gorj,EMEA,EMEA
312,Egypt,Ash Sharqiyah,Africa,Africa
248,Croatia,Splitsko-Dalmatinska,EMEA,EMEA
571,Macedonia,Bitola,EMEA,EMEA
518,Japan,Fukuoka,APAC,North Asia
1088,Uzbekistan,Surxondaryo,EMEA,EMEA
942,Turkey,Amasya,EMEA,EMEA
843,Sierra Leone,Northern,Africa,Africa
1,Afghanistan,Hirat,APAC,Central Asia
149,Bulgaria,Stara Zagora,EMEA,EMEA
811,Russia,Bryansk,EMEA,EMEA
49,Argentina,Río Negro,LATAM,South
568,Lithuania,Panevezys,EMEA,EMEA
47,Argentina,Neuquén,LATAM,South
522,Japan,Hyogo,APAC,North Asia
622,Mexico,Zacatecas,LATAM,North
292,Dominican Republic,Monseñor Nouel,LATAM,Caribbean
463,Iran,Lorestan,EMEA,EMEA
266,Czech Republic,Liberec,EMEA,EMEA
1016,Ukraine,Poltava,EMEA,EMEA
501,Italy,Friuli-Venezia Giulia,EU,South
874,Spain,Balearic Islands,EU,South
144,Bulgaria,Pleven,EMEA,EMEA
653,Nepal,Central,APAC,Central Asia
592,Mauritania,Nouakchott,Africa,Africa
1090,Venezuela,Aragua,LATAM,South
405,India,Chandigarh,APAC,Central Asia
234,Colombia,Risaralda,LATAM,South
376,Ghana,Central,Africa,Africa
881,Spain,Extremadura,EU,South
539,Japan,Yamaguchi,APAC,North Asia
699,Nigeria,Gombe,Africa,Africa
808,Russia,Astrakhan',EMEA,EMEA
225,Colombia,Chocó,LATAM,South
950,Turkey,Bolu,EMEA,EMEA
400,Hungary,Gyor,EMEA,EMEA
497,Italy,Basilicata,EU,South
623,Moldova,Balti,EMEA,EMEA
816,Russia,Kabardino-Balkariya,EMEA,EMEA
1073,United States,Vermont,US,East
466,Iran,Qazvin,EMEA,EMEA
649,Mozambique,Tete,Africa,Africa
175,Chile,Antofagasta,LATAM,South
784,Romania,Brasov,EMEA,EMEA
893,Sudan,White Nile,Africa,Africa
1024,Ukraine,Zhytomyr,EMEA,EMEA
998,Turkmenistan,Lebap,EMEA,EMEA
33,Angola,Malanje,Africa,Africa
436,Indonesia,Kalimantan Selatan,APAC,Southeast Asia
269,Czech Republic,Plzen,EMEA,EMEA
147,Bulgaria,Sliven,EMEA,EMEA
38,Argentina,Chubut,LATAM,South
304,Egypt,Al Bahr Al Ahmar,Africa,Africa
309,Egypt,Al Minufiyah,Africa,Africa
26,Algeria,Tizi Ouzou,Africa,Africa
1095,Venezuela,Guárico,LATAM,South
471,Iran,South Khorasan,EMEA,EMEA
576,Madagascar,Boeny,Africa,Africa
715,Nigeria,Zamfara,Africa,Africa
842,Sierra Leone,Eastern,Africa,Africa
721,Norway,Hedmark,EU,North
380,Guadeloupe,Guadeloupe,LATAM,Caribbean
888,Sri Lanka,Western,APAC,Central Asia
112,Bolivia,Tarija,LATAM,South
193,China,Hainan,APAC,North Asia
294,Dominican Republic,San Cristóbal,LATAM,Caribbean
781,Romania,Bistrita-Nasaud,EMEA,EMEA
752,Peru,Ucayali,LATAM,South
439,Indonesia,Nusa Tenggara Barat,APAC,Southeast Asia
976,Turkey,Kutahya,EMEA,EMEA
840,Senegal,Thies,Africa,Africa
231,Colombia,Nariño,LATAM,South
379,Ghana,Northern,Africa,Africa
646,Mozambique,Nampula,Africa,Africa
105,Bolivia,Beni,LATAM,South
628,Morocco,Chaouia-Ouardigha,Africa,Africa
92,Belgium,Hainaut,EU,Central
884,Spain,Melilla,EU,South
525,Japan,Kagawa,APAC,North Asia
1103,Venezuela,Táchira,LATAM,South
918,Tanzania,Kilimanjaro,Africa,Africa
919,Tanzania,Mara,Africa,Africa
441,Indonesia,Papua,APAC,Southeast Asia
67,Austria,Salzburg,EU,Central
455,Iran,Golestan,EMEA,EMEA
140,Brazil,Tocantins,LATAM,South
922,Tanzania,Mtwara,Africa,Africa
141,Bulgaria,Burgas,EMEA,EMEA
1126,Zimbabwe,Matabeleland North,Africa,Africa
916,Tanzania,Iringa,Africa,Africa
164,Cameroon,Sud,Africa,Africa
24,Algeria,Skikda,Africa,Africa
1109,Vietnam,Khánh Hòa,APAC,Southeast Asia
765,Poland,Opole,EMEA,EMEA
65,Austria,Carinthia,EU,Central
232,Colombia,Norte de Santander,LATAM,South
174,Chad,Mandoul,Africa,Africa
550,Kenya,Central,Africa,Africa
42,Argentina,Jujuy,LATAM,South
227,Colombia,Córdoba,LATAM,South
527,Japan,Mie,APAC,North Asia
243,Cote d'Ivoire,Savanes,Africa,Africa
664,Netherlands,Zeeland,EU,Central
1004,Ukraine,Cherkasy,EMEA,EMEA
39,Argentina,Corrientes,LATAM,South
993,Turkey,Trabzon,EMEA,EMEA
120,Brazil,Espírito Santo,LATAM,South
625,Mongolia,Ulaanbaatar,APAC,North Asia
20,Algeria,Mostaganem,Africa,Africa
640,Morocco,Taza-Al Hoceima-Taounate,Africa,Africa
713,Nigeria,Sokoto,Africa,Africa
956,Turkey,Düzce,EMEA,EMEA
722,Norway,Hordaland,EU,North
8,Albania,Shkodër,EMEA,EMEA
329,Estonia,Tartumaa,EMEA,EMEA
563,Libya,Al Marqab,Africa,Africa
205,China,Qinghai,APAC,North Asia
905,Switzerland,Lucerne,EU,Central
1124,Zimbabwe,Manicaland,Africa,Africa
1104,Venezuela,Vargas,LATAM,South
861,South Korea,Busan,APAC,North Asia
279,Democratic Republic of the Congo,Maniema,Africa,Africa
16,Algeria,Djelfa,Africa,Africa
221,Colombia,Caldas,LATAM,South
315,Egypt,Bani Suwayf,Africa,Africa
443,Indonesia,Sulawesi Tengah,APAC,Southeast Asia
1093,Venezuela,Cojedes,LATAM,South
267,Czech Republic,Moravian-Silesian,EMEA,EMEA
1102,Venezuela,Sucre,LATAM,South
52,Argentina,San Luis,LATAM,South
1085,Uzbekistan,Khorezm,EMEA,EMEA
110,Bolivia,Potosí,LATAM,South
327,Eritrea,Anseba,Africa,Africa
969,Turkey,Kars,EMEA,EMEA
523,Japan,Ibaraki,APAC,North Asia
996,Turkey,Yalova,EMEA,EMEA
183,Chile,Tarapacá,LATAM,South
111,Bolivia,Santa Cruz,LATAM,South
389,Guinea,Nzérékoré,Africa,Africa
822,Russia,Stavropol',EMEA,EMEA
742,Peru,Ica,LATAM,South
567,Lithuania,Klaipeda,EMEA,EMEA
572,Macedonia,Kumanovo,EMEA,EMEA
633,Morocco,Guelmim-Es Semara,Africa,Africa
483,Iraq,Maysan,EMEA,EMEA
921,Tanzania,Morogoro,Africa,Africa
687,Nigeria,Abuja Capital Territory,Africa,Africa
927,Tanzania,Tabora,Africa,Africa
107,Bolivia,Cochabamba,LATAM,South
1084,Uzbekistan,Jizzakh,EMEA,EMEA
949,Turkey,Bingol,EMEA,EMEA
94,Belgium,Liège,EU,Central
565,Libya,Misratah,Africa,Africa
691,Nigeria,Bauchi,Africa,Africa
958,Turkey,Elazig,EMEA,EMEA
318,Egypt,Matruh,Africa,Africa
1002,Uganda,Kabarole,Africa,Africa
819,Russia,Moscow,EMEA,EMEA
521,Japan,Hokkaido,APAC,North Asia
99,Benin,Atlantique,Africa,Africa
577,Madagascar,Diana,Africa,Africa
1120,Zambia,Northern,Africa,Africa
27,Algeria,Tlemcen,Africa,Africa
945,Turkey,Ardahan,EMEA,EMEA
611,Mexico,Oaxaca,LATAM,North
438,Indonesia,Maluku,APAC,Southeast Asia
741,Peru,Callao,LATAM,South
3,Afghanistan,Kandahar,APAC,Central Asia
839,Senegal,Saint-Louis,Africa,Africa
77,Bahrain,Muharraq,EMEA,EMEA
903,Switzerland,Bern,EU,Central
638,Morocco,Tadla-Azilal,Africa,Africa
101,Benin,Donga,Africa,Africa
1100,Venezuela,Nueva Esparta,LATAM,South
179,Chile,Los Lagos,LATAM,South
748,Peru,Loreto,LATAM,South
1026,United Arab Emirates,Ra's Al Khaymah,EMEA,EMEA
795,Romania,Maramures,EMEA,EMEA
326,Equatorial Guinea,Litoral,Africa,Africa
1078,United States,Wyoming,US,West
719,Niger,Zinder,Africa,Africa
849,Slovenia,Ljubljana,EMEA,EMEA
31,Angola,Huila,Africa,Africa
1121,Zambia,Southern,Africa,Africa
716,Niger,Diffa,Africa,Africa
180,Chile,Magallanes y Antártica Chilena,LATAM,South
89,Belgium,Brussels,EU,Central
100,Benin,Borgou,Africa,Africa
783,Romania,Braila,EMEA,EMEA
515,Japan,Aomori,APAC,North Asia
717,Niger,Maradi,Africa,Africa
898,Sweden,Södermanland,EU,North
285,Denmark,Zealand,EU,North
548,Kazakhstan,Qostanay,EMEA,EMEA
1083,Uzbekistan,Andijan,EMEA,EMEA
570,Lithuania,Šiauliai,EMEA,EMEA
926,Tanzania,Shinyanga,Africa,Africa
488,Ireland,Galway,EU,North
777,Romania,Arad,EMEA,EMEA
823,Russia,Tambov,EMEA,EMEA
19,Algeria,Medea,Africa,Africa
920,Tanzania,Mbeya,Africa,Africa
36,Argentina,Catamarca,LATAM,South
780,Romania,Bihor,EMEA,EMEA
238,Cote d'Ivoire,Dix-Huit Montagnes,Africa,Africa
747,Peru,Lima,LATAM,South
416,India,Manipur,APAC,Central Asia
423,India,Tripura,APAC,Central Asia
1062,United States,North Dakota,US,Central
588,Mali,Kayes,Africa,Africa
223,Colombia,Casanare,LATAM,South
932,Togo,Kara,Africa,Africa
528,Japan,Nagano,APAC,North Asia
900,Sweden,Värmland,EU,North
46,Argentina,Misiones,LATAM,South
520,Japan,Hiroshima,APAC,North Asia
216,Colombia,Arauca,LATAM,South
1076,United States,West Virginia,US,East
1020,Ukraine,Ternopil',EMEA,EMEA
827,Russia,Yevrey,EMEA,EMEA
696,Nigeria,Ebonyi,Africa,Africa
740,Peru,Cajamarca,LATAM,South
988,Turkey,Siirt,EMEA,EMEA
786,Romania,Caras-Severin,EMEA,EMEA
64,Austria,Carinthia,EMEA,EMEA
241,Cote d'Ivoire,Lacs,Africa,Africa
23,Algeria,Sidi Bel Abbes,Africa,Africa
627,Montenegro,Podgorica,EMEA,EMEA
725,Norway,Vest-Agder,EU,North
797,Romania,Mures,EMEA,EMEA
906,Switzerland,St. Gallen,EU,Central
928,Tanzania,Tanga,Africa,Africa
249,Croatia,Zagrebacka,EMEA,EMEA
401,Hungary,Hajdu-Bihar,EMEA,EMEA
821,Russia,Novosibirsk,EMEA,EMEA
760,Poland,Lesser Poland,EMEA,EMEA
804,Romania,Valcea,EMEA,EMEA
305,Egypt,Al Buhayrah,Africa,Africa
793,Romania,Hunedoara,EMEA,EMEA
531,Japan,Okayama,APAC,North Asia
458,Iran,Ilam,EMEA,EMEA
957,Turkey,Edirne,EMEA,EMEA
301,Ecuador,Los Rios,LATAM,South
1105,Venezuela,Yaracuy,LATAM,South
864,South Korea,Gangwon,APAC,North Asia
398,Hungary,Bekes,EMEA,EMEA
247,Croatia,Primorsko-Goranska,EMEA,EMEA
735,Paraguay,Asunción,LATAM,South
643,Mozambique,Inhambane,Africa,Africa
43,Argentina,La Pampa,LATAM,South
931,Togo,Centrale,Africa,Africa
34,Angola,Namibe,Africa,Africa
745,Peru,Lambayeque,LATAM,South
72,Austria,Upper Austria,EMEA,EMEA
1114,Yemen,Ibb,EMEA,EMEA
44,Argentina,La Rioja,LATAM,South
964,Turkey,Isparta,EMEA,EMEA
925,Tanzania,Ruvuma,Africa,Africa
970,Turkey,Kastamonu,EMEA,EMEA
1081,Uruguay,Paysandú,LATAM,South
869,South Korea,South Chungcheong,APAC,North Asia
774,Portugal,Setúbal,EU,South
968,Turkey,Karaman,EMEA,EMEA
590,Mali,Sikasso,Africa,Africa
574,Madagascar,Atsimo-Andrefana,Africa,Africa
